sky	metaplace	no-ana	main	B1_lg2	desert	place	no-ana
sky	metaplace	no-ana	main	B1_lg2	Ocean	place	no-ana
desert	place	no-ana	main	B1_lg2	sky	metaplace	no-ana
desert	place	no-ana	main	B1_lg2	Ocean	place	no-ana
Ocean	place	no-ana	main	B1_lg2	sky	metaplace	no-ana
Ocean	place	no-ana	main	B1_lg2	desert	place	no-ana
Arabia	place	no-ana	main	B1_lg4	Arabia	place	no-ana
Arabia	place	no-ana	main	B1_lg4	desert	place	no-ana
desert	place	no-ana	main	B1_lg4	Arabia	place	no-ana
Heaven	metaplace	call	main	B1_lg5	the_East	place	no-ana
the_East	place	no-ana	note	B1_lg5	Heaven	metaplace	call
the_East	place	no-ana	note	B1_lg5	the_East	place	no-ana
Yemen	place	ana	main	B1_lg14	Yemen	place	ana
Yemen	place	ana	main	B1_lg14	Lebanon	place	ana
Yemen	place	ana	main	B1_lg14	Rome	place	ana
Yemen	place	ana	main	B1_lg14	Babylon	place	ana
Yemen	place	ana	main	B1_lg14	Persepolis	place	ana
Yemen	place	ana	main	B1_lg14	Greece	place	ana
Yemen	place	ana	main	B1_lg14	Mosque Tauris	place	no-ana
Yemen	place	ana	main	B1_lg14	Persia	place	no-ana
Yemen	place	ana	main	B1_lg14	Boghar	place	no-ana
Yemen	place	ana	main	B1_lg14	Bactria	place	no-ana
Yemen	place	ana	main	B1_lg14	Pegu	place	no-ana
Yemen	place	ana	main	B1_lg14	the_East	place	no-ana
Yemen	place	ana	main	B1_lg14	the_world	place	no-ana
Yemen	place	ana	main	B1_lg14	Hirah	place	no-ana
Yemen	place	ana	main	B1_lg14	Hirah	place	ana
Lebanon	place	ana	main	B1_lg14	Yemen	place	ana
Lebanon	place	ana	main	B1_lg14	Lebanon	place	ana
Lebanon	place	ana	main	B1_lg14	Rome	place	ana
Lebanon	place	ana	main	B1_lg14	Babylon	place	ana
Lebanon	place	ana	main	B1_lg14	Persepolis	place	ana
Lebanon	place	ana	main	B1_lg14	Greece	place	ana
Lebanon	place	ana	main	B1_lg14	Mosque Tauris	place	no-ana
Lebanon	place	ana	main	B1_lg14	Persia	place	no-ana
Lebanon	place	ana	main	B1_lg14	Boghar	place	no-ana
Lebanon	place	ana	main	B1_lg14	Bactria	place	no-ana
Lebanon	place	ana	main	B1_lg14	Pegu	place	no-ana
Lebanon	place	ana	main	B1_lg14	the_East	place	no-ana
Lebanon	place	ana	main	B1_lg14	the_world	place	no-ana
Lebanon	place	ana	main	B1_lg14	Hirah	place	no-ana
Lebanon	place	ana	main	B1_lg14	Hirah	place	ana
Rome	place	ana	main	B1_lg14	Yemen	place	ana
Rome	place	ana	main	B1_lg14	Lebanon	place	ana
Rome	place	ana	main	B1_lg14	Rome	place	ana
Rome	place	ana	main	B1_lg14	Babylon	place	ana
Rome	place	ana	main	B1_lg14	Persepolis	place	ana
Rome	place	ana	main	B1_lg14	Greece	place	ana
Rome	place	ana	main	B1_lg14	Mosque Tauris	place	no-ana
Rome	place	ana	main	B1_lg14	Persia	place	no-ana
Rome	place	ana	main	B1_lg14	Boghar	place	no-ana
Rome	place	ana	main	B1_lg14	Bactria	place	no-ana
Rome	place	ana	main	B1_lg14	Pegu	place	no-ana
Rome	place	ana	main	B1_lg14	the_East	place	no-ana
Rome	place	ana	main	B1_lg14	the_world	place	no-ana
Rome	place	ana	main	B1_lg14	Hirah	place	no-ana
Rome	place	ana	main	B1_lg14	Hirah	place	ana
Babylon	place	ana	main	B1_lg14	Yemen	place	ana
Babylon	place	ana	main	B1_lg14	Lebanon	place	ana
Babylon	place	ana	main	B1_lg14	Rome	place	ana
Babylon	place	ana	main	B1_lg14	Babylon	place	ana
Babylon	place	ana	main	B1_lg14	Persepolis	place	ana
Babylon	place	ana	main	B1_lg14	Greece	place	ana
Babylon	place	ana	main	B1_lg14	Mosque Tauris	place	no-ana
Babylon	place	ana	main	B1_lg14	Persia	place	no-ana
Babylon	place	ana	main	B1_lg14	Boghar	place	no-ana
Babylon	place	ana	main	B1_lg14	Bactria	place	no-ana
Babylon	place	ana	main	B1_lg14	Pegu	place	no-ana
Babylon	place	ana	main	B1_lg14	the_East	place	no-ana
Babylon	place	ana	main	B1_lg14	the_world	place	no-ana
Babylon	place	ana	main	B1_lg14	Hirah	place	no-ana
Babylon	place	ana	main	B1_lg14	Hirah	place	ana
Persepolis	place	ana	main	B1_lg14	Yemen	place	ana
Persepolis	place	ana	main	B1_lg14	Lebanon	place	ana
Persepolis	place	ana	main	B1_lg14	Rome	place	ana
Persepolis	place	ana	main	B1_lg14	Babylon	place	ana
Persepolis	place	ana	main	B1_lg14	Persepolis	place	ana
Persepolis	place	ana	main	B1_lg14	Greece	place	ana
Persepolis	place	ana	main	B1_lg14	Mosque Tauris	place	no-ana
Persepolis	place	ana	main	B1_lg14	Persia	place	no-ana
Persepolis	place	ana	main	B1_lg14	Boghar	place	no-ana
Persepolis	place	ana	main	B1_lg14	Bactria	place	no-ana
Persepolis	place	ana	main	B1_lg14	Pegu	place	no-ana
Persepolis	place	ana	main	B1_lg14	the_East	place	no-ana
Persepolis	place	ana	main	B1_lg14	the_world	place	no-ana
Persepolis	place	ana	main	B1_lg14	Hirah	place	no-ana
Persepolis	place	ana	main	B1_lg14	Hirah	place	ana
Greece	place	ana	main	B1_lg14	Yemen	place	ana
Greece	place	ana	main	B1_lg14	Lebanon	place	ana
Greece	place	ana	main	B1_lg14	Rome	place	ana
