sky	metaplace	main	B1_lg2	desert	place
sky	metaplace	main	B1_lg2	Ocean	place
desert	place	main	B1_lg2	sky	metaplace
desert	place	main	B1_lg2	Ocean	place
Ocean	place	main	B1_lg2	sky	metaplace
Ocean	place	main	B1_lg2	desert	place
Arabia	place	main	B1_lg4	Arabia	place
Arabia	place	main	B1_lg4	desert	place
desert	place	main	B1_lg4	Arabia	place
Heaven	metaplace	main	B1_lg5	the_East	place
the_East	place	note	B1_lg5	Heaven	metaplace
the_East	place	note	B1_lg5	the_East	place
Yemen	place	main	B1_lg14	Yemen	place
Yemen	place	main	B1_lg14	Lebanon	place
Yemen	place	main	B1_lg14	Rome	place
Yemen	place	main	B1_lg14	Babylon	place
Yemen	place	main	B1_lg14	Persepolis	place
Yemen	place	main	B1_lg14	Greece	place
Yemen	place	main	B1_lg14	Mosque Tauris	place
Yemen	place	main	B1_lg14	Persia	place
Yemen	place	main	B1_lg14	Boghar	place
Yemen	place	main	B1_lg14	Bactria	place
Yemen	place	main	B1_lg14	Pegu	place
Yemen	place	main	B1_lg14	the_East	place
Yemen	place	main	B1_lg14	the_world	place
Yemen	place	main	B1_lg14	Hirah	place
Yemen	place	main	B1_lg14	Hirah	place
Lebanon	place	main	B1_lg14	Yemen	place
Lebanon	place	main	B1_lg14	Lebanon	place
Lebanon	place	main	B1_lg14	Rome	place
Lebanon	place	main	B1_lg14	Babylon	place
Lebanon	place	main	B1_lg14	Persepolis	place
Lebanon	place	main	B1_lg14	Greece	place
Lebanon	place	main	B1_lg14	Mosque Tauris	place
Lebanon	place	main	B1_lg14	Persia	place
Lebanon	place	main	B1_lg14	Boghar	place
Lebanon	place	main	B1_lg14	Bactria	place
Lebanon	place	main	B1_lg14	Pegu	place
Lebanon	place	main	B1_lg14	the_East	place
Lebanon	place	main	B1_lg14	the_world	place
Lebanon	place	main	B1_lg14	Hirah	place
Lebanon	place	main	B1_lg14	Hirah	place
Rome	place	main	B1_lg14	Yemen	place
Rome	place	main	B1_lg14	Lebanon	place
Rome	place	main	B1_lg14	Rome	place
Rome	place	main	B1_lg14	Babylon	place
Rome	place	main	B1_lg14	Persepolis	place
Rome	place	main	B1_lg14	Greece	place
Rome	place	main	B1_lg14	Mosque Tauris	place
Rome	place	main	B1_lg14	Persia	place
Rome	place	main	B1_lg14	Boghar	place
Rome	place	main	B1_lg14	Bactria	place
Rome	place	main	B1_lg14	Pegu	place
Rome	place	main	B1_lg14	the_East	place
Rome	place	main	B1_lg14	the_world	place
Rome	place	main	B1_lg14	Hirah	place
Rome	place	main	B1_lg14	Hirah	place
Babylon	place	main	B1_lg14	Yemen	place
Babylon	place	main	B1_lg14	Lebanon	place
Babylon	place	main	B1_lg14	Rome	place
Babylon	place	main	B1_lg14	Babylon	place
Babylon	place	main	B1_lg14	Persepolis	place
Babylon	place	main	B1_lg14	Greece	place
Babylon	place	main	B1_lg14	Mosque Tauris	place
Babylon	place	main	B1_lg14	Persia	place
Babylon	place	main	B1_lg14	Boghar	place
Babylon	place	main	B1_lg14	Bactria	place
Babylon	place	main	B1_lg14	Pegu	place
Babylon	place	main	B1_lg14	the_East	place
Babylon	place	main	B1_lg14	the_world	place
Babylon	place	main	B1_lg14	Hirah	place
Babylon	place	main	B1_lg14	Hirah	place
Persepolis	place	main	B1_lg14	Yemen	place
Persepolis	place	main	B1_lg14	Lebanon	place
Persepolis	place	main	B1_lg14	Rome	place
Persepolis	place	main	B1_lg14	Babylon	place
Persepolis	place	main	B1_lg14	Persepolis	place
Persepolis	place	main	B1_lg14	Greece	place
Persepolis	place	main	B1_lg14	Mosque Tauris	place
Persepolis	place	main	B1_lg14	Persia	place
Persepolis	place	main	B1_lg14	Boghar	place
Persepolis	place	main	B1_lg14	Bactria	place
Persepolis	place	main	B1_lg14	Pegu	place
Persepolis	place	main	B1_lg14	the_East	place
Persepolis	place	main	B1_lg14	the_world	place
Persepolis	place	main	B1_lg14	Hirah	place
Persepolis	place	main	B1_lg14	Hirah	place
Greece	place	main	B1_lg14	Yemen	place
Greece	place	main	B1_lg14	Lebanon	place
Greece	place	main	B1_lg14	Rome	place
Greece	place	main	B1_lg14	Babylon	place
Greece	place	main	B1_lg14	Persepolis	place
Greece	place	main	B1_lg14	Greece	place
Greece	place	main	B1_lg14	Mosque Tauris	place
Greece	place	main	B1_lg14	Persia	place
Greece	place	main	B1_lg14	Boghar	place
Greece	place	main	B1_lg14	Bactria	place
Greece	place	main	B1_lg14	Pegu	place
Greece	place	main	B1_lg14	the_East	place
Greece	place	main	B1_lg14	the_world	place
Greece	place	main	B1_lg14	Hirah	place
Greece	place	main	B1_lg14	Hirah	place
Mosque Tauris	place	note	B1_lg14	Yemen	place
Mosque Tauris	place	note	B1_lg14	Lebanon	place
Mosque Tauris	place	note	B1_lg14	Rome	place
Mosque Tauris	place	note	B1_lg14	Babylon	place
Mosque Tauris	place	note	B1_lg14	Persepolis	place
Mosque Tauris	place	note	B1_lg14	Greece	place
Mosque Tauris	place	note	B1_lg14	Mosque Tauris	place
Mosque Tauris	place	note	B1_lg14	Persia	place
Mosque Tauris	place	note	B1_lg14	Boghar	place
Mosque Tauris	place	note	B1_lg14	Bactria	place
Mosque Tauris	place	note	B1_lg14	Pegu	place
Mosque Tauris	place	note	B1_lg14	the_East	place
Mosque Tauris	place	note	B1_lg14	the_world	place
Mosque Tauris	place	note	B1_lg14	Hirah	place
Mosque Tauris	place	note	B1_lg14	Hirah	place
Persia	place	note	B1_lg14	Yemen	place
Persia	place	note	B1_lg14	Lebanon	place
Persia	place	note	B1_lg14	Rome	place
Persia	place	note	B1_lg14	Babylon	place
Persia	place	note	B1_lg14	Persepolis	place
Persia	place	note	B1_lg14	Greece	place
Persia	place	note	B1_lg14	Mosque Tauris	place
Persia	place	note	B1_lg14	Persia	place
Persia	place	note	B1_lg14	Boghar	place
Persia	place	note	B1_lg14	Bactria	place
Persia	place	note	B1_lg14	Pegu	place
Persia	place	note	B1_lg14	the_East	place
Persia	place	note	B1_lg14	the_world	place
Persia	place	note	B1_lg14	Hirah	place
Persia	place	note	B1_lg14	Hirah	place
Boghar	place	note	B1_lg14	Yemen	place
Boghar	place	note	B1_lg14	Lebanon	place
Boghar	place	note	B1_lg14	Rome	place
Boghar	place	note	B1_lg14	Babylon	place
Boghar	place	note	B1_lg14	Persepolis	place
Boghar	place	note	B1_lg14	Greece	place
Boghar	place	note	B1_lg14	Mosque Tauris	place
Boghar	place	note	B1_lg14	Persia	place
Boghar	place	note	B1_lg14	Boghar	place
Boghar	place	note	B1_lg14	Bactria	place
Boghar	place	note	B1_lg14	Pegu	place
Boghar	place	note	B1_lg14	the_East	place
Boghar	place	note	B1_lg14	the_world	place
Boghar	place	note	B1_lg14	Hirah	place
Boghar	place	note	B1_lg14	Hirah	place
Bactria	place	note	B1_lg14	Yemen	place
Bactria	place	note	B1_lg14	Lebanon	place
Bactria	place	note	B1_lg14	Rome	place
Bactria	place	note	B1_lg14	Babylon	place
Bactria	place	note	B1_lg14	Persepolis	place
Bactria	place	note	B1_lg14	Greece	place
Bactria	place	note	B1_lg14	Mosque Tauris	place
Bactria	place	note	B1_lg14	Persia	place
Bactria	place	note	B1_lg14	Boghar	place
Bactria	place	note	B1_lg14	Bactria	place
Bactria	place	note	B1_lg14	Pegu	place
Bactria	place	note	B1_lg14	the_East	place
Bactria	place	note	B1_lg14	the_world	place
Bactria	place	note	B1_lg14	Hirah	place
Bactria	place	note	B1_lg14	Hirah	place
Pegu	place	note	B1_lg14	Yemen	place
Pegu	place	note	B1_lg14	Lebanon	place
Pegu	place	note	B1_lg14	Rome	place
Pegu	place	note	B1_lg14	Babylon	place
Pegu	place	note	B1_lg14	Persepolis	place
Pegu	place	note	B1_lg14	Greece	place
Pegu	place	note	B1_lg14	Mosque Tauris	place
Pegu	place	note	B1_lg14	Persia	place
Pegu	place	note	B1_lg14	Boghar	place
Pegu	place	note	B1_lg14	Bactria	place
Pegu	place	note	B1_lg14	Pegu	place
Pegu	place	note	B1_lg14	the_East	place
Pegu	place	note	B1_lg14	the_world	place
Pegu	place	note	B1_lg14	Hirah	place
Pegu	place	note	B1_lg14	Hirah	place
the_East	place	note	B1_lg14	Yemen	place
the_East	place	note	B1_lg14	Lebanon	place
the_East	place	note	B1_lg14	Rome	place
the_East	place	note	B1_lg14	Babylon	place
the_East	place	note	B1_lg14	Persepolis	place
the_East	place	note	B1_lg14	Greece	place
the_East	place	note	B1_lg14	Mosque Tauris	place
the_East	place	note	B1_lg14	Persia	place
the_East	place	note	B1_lg14	Boghar	place
the_East	place	note	B1_lg14	Bactria	place
the_East	place	note	B1_lg14	Pegu	place
the_East	place	note	B1_lg14	the_East	place
the_East	place	note	B1_lg14	the_world	place
the_East	place	note	B1_lg14	Hirah	place
the_East	place	note	B1_lg14	Hirah	place
the_world	place	note	B1_lg14	Yemen	place
the_world	place	note	B1_lg14	Lebanon	place
the_world	place	note	B1_lg14	Rome	place
the_world	place	note	B1_lg14	Babylon	place
the_world	place	note	B1_lg14	Persepolis	place
the_world	place	note	B1_lg14	Greece	place
the_world	place	note	B1_lg14	Mosque Tauris	place
the_world	place	note	B1_lg14	Persia	place
