Yemen	place	main	B1_lg14	Lebanon	place	               
Yemen	place	main	B1_lg14	Rome	place	               
Yemen	place	main	B1_lg14	Babylon	place	               
Yemen	place	main	B1_lg14	Persepolis	place	               
Yemen	place	main	B1_lg14	Greece	place	               
Yemen	place	main	B1_lg14	Mosque Tauris	place	               
Yemen	place	main	B1_lg14	Persia	place	               
Yemen	place	main	B1_lg14	Boghar	place	               
Yemen	place	main	B1_lg14	Bactria	place	               
Yemen	place	main	B1_lg14	Pegu	place	               
Yemen	place	main	B1_lg14	the East	place	               
Yemen	place	main	B1_lg14	Hirah	place	               
Yemen	place	main	B1_lg14	Hirah	place	               
Lebanon	place	main	B1_lg14	Yemen	place	               
Lebanon	place	main	B1_lg14	Rome	place	               
Lebanon	place	main	B1_lg14	Babylon	place	               
Lebanon	place	main	B1_lg14	Persepolis	place	               
Lebanon	place	main	B1_lg14	Greece	place	               
Lebanon	place	main	B1_lg14	Mosque Tauris	place	               
Lebanon	place	main	B1_lg14	Persia	place	               
Lebanon	place	main	B1_lg14	Boghar	place	               
Lebanon	place	main	B1_lg14	Bactria	place	               
Lebanon	place	main	B1_lg14	Pegu	place	               
Lebanon	place	main	B1_lg14	the East	place	               
Lebanon	place	main	B1_lg14	Hirah	place	               
Lebanon	place	main	B1_lg14	Hirah	place	               
Rome	place	main	B1_lg14	Yemen	place	               
Rome	place	main	B1_lg14	Lebanon	place	               
Rome	place	main	B1_lg14	Babylon	place	               
Rome	place	main	B1_lg14	Persepolis	place	               
Rome	place	main	B1_lg14	Greece	place	               
Rome	place	main	B1_lg14	Mosque Tauris	place	               
Rome	place	main	B1_lg14	Persia	place	               
Rome	place	main	B1_lg14	Boghar	place	               
Rome	place	main	B1_lg14	Bactria	place	               
Rome	place	main	B1_lg14	Pegu	place	               
Rome	place	main	B1_lg14	the East	place	               
Rome	place	main	B1_lg14	Hirah	place	               
Rome	place	main	B1_lg14	Hirah	place	               
Babylon	place	main	B1_lg14	Yemen	place	               
Babylon	place	main	B1_lg14	Lebanon	place	               
Babylon	place	main	B1_lg14	Rome	place	               
Babylon	place	main	B1_lg14	Persepolis	place	               
Babylon	place	main	B1_lg14	Greece	place	               
Babylon	place	main	B1_lg14	Mosque Tauris	place	               
Babylon	place	main	B1_lg14	Persia	place	               
Babylon	place	main	B1_lg14	Boghar	place	               
Babylon	place	main	B1_lg14	Bactria	place	               
Babylon	place	main	B1_lg14	Pegu	place	               
Babylon	place	main	B1_lg14	the East	place	               
Babylon	place	main	B1_lg14	Hirah	place	               
Babylon	place	main	B1_lg14	Hirah	place	               
Persepolis	place	main	B1_lg14	Yemen	place	               
Persepolis	place	main	B1_lg14	Lebanon	place	               
Persepolis	place	main	B1_lg14	Rome	place	               
Persepolis	place	main	B1_lg14	Babylon	place	               
Persepolis	place	main	B1_lg14	Greece	place	               
Persepolis	place	main	B1_lg14	Mosque Tauris	place	               
Persepolis	place	main	B1_lg14	Persia	place	               
Persepolis	place	main	B1_lg14	Boghar	place	               
Persepolis	place	main	B1_lg14	Bactria	place	               
Persepolis	place	main	B1_lg14	Pegu	place	               
Persepolis	place	main	B1_lg14	the East	place	               
Persepolis	place	main	B1_lg14	Hirah	place	               
Persepolis	place	main	B1_lg14	Hirah	place	               
Greece	place	main	B1_lg14	Yemen	place	               
Greece	place	main	B1_lg14	Lebanon	place	               
Greece	place	main	B1_lg14	Rome	place	               
Greece	place	main	B1_lg14	Babylon	place	               
Greece	place	main	B1_lg14	Persepolis	place	               
Greece	place	main	B1_lg14	Mosque Tauris	place	               
Greece	place	main	B1_lg14	Persia	place	               
Greece	place	main	B1_lg14	Boghar	place	               
Greece	place	main	B1_lg14	Bactria	place	               
Greece	place	main	B1_lg14	Pegu	place	               
Greece	place	main	B1_lg14	the East	place	               
Greece	place	main	B1_lg14	Hirah	place	               
Greece	place	main	B1_lg14	Hirah	place	               
Mosque Tauris	place	note	B1_lg14	Yemen	place	               
Mosque Tauris	place	note	B1_lg14	Lebanon	place	               
Mosque Tauris	place	note	B1_lg14	Rome	place	               
Mosque Tauris	place	note	B1_lg14	Babylon	place	               
Mosque Tauris	place	note	B1_lg14	Persepolis	place	               
Mosque Tauris	place	note	B1_lg14	Greece	place	               
Mosque Tauris	place	note	B1_lg14	Persia	place	               
Mosque Tauris	place	note	B1_lg14	Boghar	place	               
Mosque Tauris	place	note	B1_lg14	Bactria	place	               
Mosque Tauris	place	note	B1_lg14	Pegu	place	               
Mosque Tauris	place	note	B1_lg14	the East	place	               
Mosque Tauris	place	note	B1_lg14	Hirah	place	               
Mosque Tauris	place	note	B1_lg14	Hirah	place	               
Persia	place	note	B1_lg14	Yemen	place	               
Persia	place	note	B1_lg14	Lebanon	place	               
Persia	place	note	B1_lg14	Rome	place	               
Persia	place	note	B1_lg14	Babylon	place	               
Persia	place	note	B1_lg14	Persepolis	place	               
Persia	place	note	B1_lg14	Greece	place	               
Persia	place	note	B1_lg14	Mosque Tauris	place	               
Persia	place	note	B1_lg14	Boghar	place	               
Persia	place	note	B1_lg14	Bactria	place	               
Persia	place	note	B1_lg14	Pegu	place	               
Persia	place	note	B1_lg14	the East	place	               
Persia	place	note	B1_lg14	Hirah	place	               
Persia	place	note	B1_lg14	Hirah	place	               
Boghar	place	note	B1_lg14	Yemen	place	               
Boghar	place	note	B1_lg14	Lebanon	place	               
Boghar	place	note	B1_lg14	Rome	place	               
Boghar	place	note	B1_lg14	Babylon	place	               
Boghar	place	note	B1_lg14	Persepolis	place	               
Boghar	place	note	B1_lg14	Greece	place	               
Boghar	place	note	B1_lg14	Mosque Tauris	place	               
Boghar	place	note	B1_lg14	Persia	place	               
Boghar	place	note	B1_lg14	Bactria	place	               
Boghar	place	note	B1_lg14	Pegu	place	               
Boghar	place	note	B1_lg14	the East	place	               
Boghar	place	note	B1_lg14	Hirah	place	               
Boghar	place	note	B1_lg14	Hirah	place	               
Bactria	place	note	B1_lg14	Yemen	place	               
Bactria	place	note	B1_lg14	Lebanon	place	               
Bactria	place	note	B1_lg14	Rome	place	               
Bactria	place	note	B1_lg14	Babylon	place	               
Bactria	place	note	B1_lg14	Persepolis	place	               
Bactria	place	note	B1_lg14	Greece	place	               
Bactria	place	note	B1_lg14	Mosque Tauris	place	               
Bactria	place	note	B1_lg14	Persia	place	               
Bactria	place	note	B1_lg14	Boghar	place	               
Bactria	place	note	B1_lg14	Pegu	place	               
Bactria	place	note	B1_lg14	the East	place	               
Bactria	place	note	B1_lg14	Hirah	place	               
Bactria	place	note	B1_lg14	Hirah	place	               
Pegu	place	note	B1_lg14	Yemen	place	               
Pegu	place	note	B1_lg14	Lebanon	place	               
Pegu	place	note	B1_lg14	Rome	place	               
Pegu	place	note	B1_lg14	Babylon	place	               
Pegu	place	note	B1_lg14	Persepolis	place	               
Pegu	place	note	B1_lg14	Greece	place	               
Pegu	place	note	B1_lg14	Mosque Tauris	place	               
Pegu	place	note	B1_lg14	Persia	place	               
Pegu	place	note	B1_lg14	Boghar	place	               
Pegu	place	note	B1_lg14	Bactria	place	               
Pegu	place	note	B1_lg14	the East	place	               
Pegu	place	note	B1_lg14	Hirah	place	               
Pegu	place	note	B1_lg14	Hirah	place	               
the East	place	note	B1_lg14	Yemen	place	               
the East	place	note	B1_lg14	Lebanon	place	               
the East	place	note	B1_lg14	Rome	place	               
the East	place	note	B1_lg14	Babylon	place	               
the East	place	note	B1_lg14	Persepolis	place	               
the East	place	note	B1_lg14	Greece	place	               
the East	place	note	B1_lg14	Mosque Tauris	place	               
the East	place	note	B1_lg14	Persia	place	               
the East	place	note	B1_lg14	Boghar	place	               
the East	place	note	B1_lg14	Bactria	place	               
the East	place	note	B1_lg14	Pegu	place	               
the East	place	note	B1_lg14	Hirah	place	               
the East	place	note	B1_lg14	Hirah	place	               
Hirah	place	note	B1_lg14	Yemen	place	               
Hirah	place	note	B1_lg14	Lebanon	place	               
Hirah	place	note	B1_lg14	Rome	place	               
Hirah	place	note	B1_lg14	Babylon	place	               
